,sentiment
2017-12-10,0.1892361111111111
2017-12-11,0.13809523809523808
2017-12-12,0.1558287419651056
2017-12-13,0.04659722222222223
2017-12-14,0.13678513071895426
2017-12-15,0.15879024621212123
2017-12-16,0.08097916666666667
2017-12-17,0.0
2017-12-18,
2017-12-19,0.08083333333333334
2017-12-20,0.12159632034632036
2017-12-21,0.2536489898989899
2017-12-22,0.13506944444444444
2017-12-23,0.38166666666666665
2017-12-24,
2017-12-25,0.27
2017-12-26,
2017-12-27,0.04
2017-12-28,0.05592592592592593
2017-12-29,0.14333333333333334
2017-12-30,0.07733333333333334
2017-12-31,0.06777777777777777
2018-01-01,0.10833333333333334
2018-01-02,0.15928030303030302
2018-01-03,0.13541666666666669
2018-01-04,0.13496336996336997
2018-01-05,0.14532828282828283
2018-01-06,0.18713991769547322
2018-01-07,0.06319444444444444
2018-01-08,0.3888888888888889
2018-01-09,0.2333333333333333
2018-01-10,0.027500000000000004
2018-01-11,0.035
2018-01-12,0.0901388888888889
2018-01-13,0.022041666666666668
2018-01-14,0.22481481481481483
2018-01-15,0.1554761904761905
2018-01-16,0.10250000000000001
2018-01-17,0.09342592592592591
2018-01-18,0.14935897435897438
2018-01-19,0.1697348484848485
2018-01-20,0.2041666666666667
2018-01-21,0.09866666666666668
2018-01-22,0.2658333333333333
2018-01-23,0.11689152892561984
2018-01-24,0.11236666666666666
2018-01-25,0.2627878787878788
2018-01-26,0.09814072646103898
2018-01-27,0.15860277777777776
2018-01-28,0.33125
2018-01-29,0.5
2018-01-30,0.17239583333333333
2018-01-31,0.16449514991181657
2018-02-01,0.22010044642857143
2018-02-02,0.10651041666666666
2018-02-03,0.12333333333333334
2018-02-04,0.14687500000000003
2018-02-05,0.20500000000000002
2018-02-06,0.0907828282828283
2018-02-07,0.13981789044289045
2018-02-08,0.21912500000000004
2018-02-09,0.20772058823529413
2018-02-10,0.19760802469135802
2018-02-11,0.16166666666666668
2018-02-12,0.0
2018-02-13,0.09468055555555556
2018-02-14,0.08391666666666667
2018-02-15,0.11007675438596493
2018-02-16,0.19730050505050506
2018-02-17,0.1678477527374586
2018-02-18,0.24002651515151516
2018-02-19,0.005619047619047618
2018-02-20,0.1
2018-02-21,0.11879706152433425
2018-02-22,0.08210119047619047
2018-02-23,0.08828053259871442
2018-02-24,0.12571751165501166
2018-02-25,0.24761904761904763
2018-02-26,0.15833333333333333
2018-02-27,0.08988095238095238
2018-02-28,0.16732638888888887
2018-03-01,0.12765625
2018-03-02,0.1483112373737374
2018-03-03,0.056986111111111105
2018-03-04,0.06805555555555556
2018-03-05,0.12586805555555555
2018-03-06,0.11176357733175914
2018-03-07,0.10606060606060606
2018-03-08,0.07321924603174602
2018-03-09,0.15373677248677248
2018-03-10,0.1407142857142857
2018-03-11,-0.012499999999999999
2018-03-12,0.07996031746031747
2018-03-13,0.13916666666666666
2018-03-14,0.406
2018-03-15,0.15568376068376066
2018-03-16,0.0949765512265512
2018-03-17,0.0625
2018-03-18,0.06666666666666668
2018-03-19,0.16666666666666669
2018-03-20,0.09344107744107744
2018-03-21,0.1049158249158249
2018-03-22,0.07703962703962704
2018-03-23,0.0809375
2018-03-24,0.17554112554112553
2018-03-25,0.2325
2018-03-26,0.1473358585858586
2018-03-27,0.010480220734126976
2018-03-28,0.0695775462962963
2018-03-29,0.12006076388888888
2018-03-30,0.2209166666666667
2018-03-31,0.1666385582010582
2018-04-01,0.2736111111111111
2018-04-02,0.2866666666666667
2018-04-03,0.19444444444444445
2018-04-04,0.10180189973716759
2018-04-05,0.2600287472943723
2018-04-06,0.16541666666666666
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.12916666666666668
2018-04-10,0.07773148148148148
2018-04-11,0.16787764003673095
2018-04-12,0.06601190476190476
2018-04-13,0.14224431818181818
2018-04-14,0.06166666666666667
2018-04-15,0.06818181818181818
2018-04-16,0.09444444444444444
2018-04-17,0.08383348794063081
2018-04-18,0.04313852813852814
2018-04-19,0.12845238095238093
2018-04-20,0.0936123511904762
2018-04-21,0.0625
2018-04-22,0.13264309764309765
2018-04-23,0.09678030303030304
2018-04-24,0.15225378787878785
2018-04-25,0.15871223394660897
2018-04-26,0.11375010610304728
2018-04-27,0.0635462962962963
2018-04-28,0.14
2018-04-29,0.2525
2018-04-30,0.16035353535353533
2018-05-01,0.12041269841269839
2018-05-02,0.17665863177226812
2018-05-03,0.23570075757575756
2018-05-04,0.25094405594405594
2018-05-05,0.3125852272727273
2018-05-06,0.1318452380952381
2018-05-07,0.08154761904761905
2018-05-08,0.1668350168350168
2018-05-09,0.021194083694083692
2018-05-10,0.20034027777777783
2018-05-11,0.14950231481481482
2018-05-12,0.2454861111111111
2018-05-13,0.1588888888888889
2018-05-14,0.1588888888888889
2018-05-15,0.20392006802721088
2018-05-16,0.1546646148989899
2018-05-17,0.14399747474747474
2018-05-18,0.22003010878010876
2018-05-19,0.15318497474747478
2018-05-20,0.17257828282828283
2018-05-21,0.02
2018-05-22,0.10851911976911978
2018-05-23,0.08400673400673402
2018-05-24,0.2959318181818182
2018-05-25,0.028583874458874458
2018-05-26,0.17565104166666665
2018-05-27,0.1932291666666667
2018-05-28,0.14097222222222225
2018-05-29,0.07916666666666666
2018-05-30,0.24930555555555556
2018-05-31,0.15541666666666668
2018-06-01,0.14604166666666668
2018-06-02,0.11249999999999999
2018-06-03,0.1
2018-06-04,0.0
2018-06-05,0.05166666666666666
2018-06-06,0.12285714285714287
2018-06-07,0.3022913752913753
2018-06-08,0.048549242424242425
2018-06-09,0.12690640650199475
2018-06-10,0.04545454545454545
2018-06-11,0.10265151515151516
2018-06-12,0.043229166666666666
2018-06-13,0.1414351851851852
2018-06-14,0.11527874902874902
2018-06-15,0.2806883772792864
2018-06-16,0.08031250000000001
2018-06-17,0.21750000000000003
2018-06-18,0.0
2018-06-19,0.03166666666666667
2018-06-20,-0.012500000000000002
2018-06-21,0.11659090909090909
2018-06-22,0.1785369318181818
2018-06-23,0.15381944444444445
2018-06-24,0.2048611111111111
2018-06-25,
2018-06-26,0.0619212962962963
2018-06-27,0.1297275641025641
2018-06-28,0.15521675084175085
2018-06-29,0.1982323232323232
2018-06-30,0.15333333333333332
2018-07-01,0.0
2018-07-02,0.0884469696969697
2018-07-03,0.16166666666666668
2018-07-04,0.07941919191919192
2018-07-05,
2018-07-06,0.17670454545454542
2018-07-07,0.19
2018-07-08,0.3101851851851852
2018-07-09,0.0
2018-07-10,0.04579861111111111
2018-07-11,0.0609469696969697
2018-07-12,0.20458333333333334
2018-07-13,0.16732954545454545
2018-07-14,0.20691287878787878
2018-07-15,0.22583333333333333
2018-07-16,-0.09655448717948718
2018-07-17,0.013425925925925926
2018-07-18,0.14637237762237762
2018-07-19,0.1615151515151515
2018-07-20,0.1454135101010101
2018-07-21,0.14791666666666667
2018-07-22,0.12314814814814816
2018-07-23,0.0841590909090909
2018-07-24,-0.06666666666666667
2018-07-25,0.1248989898989899
2018-07-26,0.17708333333333334
2018-07-27,0.1711715367965368
2018-07-28,0.184760101010101
2018-07-29,0.09949999999999999
2018-07-30,0.13624999999999998
2018-07-31,0.09
2018-08-01,0.17108585858585856
2018-08-02,0.21117424242424243
2018-08-03,0.2933159722222223
2018-08-04,0.17991702741702742
2018-08-05,
2018-08-06,0.18333333333333335
2018-08-07,0.08774801587301587
2018-08-08,0.12715151515151515
2018-08-09,0.07868589743589743
2018-08-10,0.07569444444444444
2018-08-11,0.18533333333333332
2018-08-12,0.18833333333333332
2018-08-13,0.007407407407407405
2018-08-14,0.10595238095238095
2018-08-15,0.0802951388888889
2018-08-16,0.17998977873977873
2018-08-17,0.15755208333333334
2018-08-18,0.2971836106601731
2018-08-19,0.12210858585858583
2018-08-20,0.07083333333333332
2018-08-21,0.11768181818181818
2018-08-22,0.10360863095238096
2018-08-23,0.2087973484848485
2018-08-24,0.06968294051627384
2018-08-25,0.09904966329966329
2018-08-26,0.046875
2018-08-27,0.09767203282828281
2018-08-28,0.1097043538059163
2018-08-29,0.19149316165860283
2018-08-30,0.14952991452991454
2018-08-31,0.128010101010101
2018-09-01,0.21000000000000002
2018-09-02,0.25829150883838387
2018-09-03,0.18161300505050504
2018-09-04,0.05286195286195286
2018-09-05,0.031495966155057065
2018-09-06,0.05260592031425365
2018-09-07,0.10366964285714286
2018-09-08,0.1521153846153846
2018-09-09,0.18848905723905726
2018-09-10,0.12102974186307519
2018-09-11,0.14883116883116881
2018-09-12,0.0625
2018-09-13,0.021666666666666664
2018-09-14,0.15941666666666668
2018-09-15,0.05435185185185185
2018-09-16,0.000694444444444442
2018-09-17,0.11631944444444446
2018-09-18,0.1396321733821734
2018-09-19,0.12445956439393938
2018-09-20,0.10457715172558922
2018-09-21,0.16971968569624818
2018-09-22,0.15308004148629148
2018-09-23,0.10071259469696969
2018-09-24,0.08013636363636363
2018-09-25,0.2464930555555556
2018-09-26,0.08983922558922561
2018-09-27,0.15156250000000002
2018-09-28,0.06535714285714286
2018-09-29,0.19404324494949496
2018-09-30,0.14337752525252526
2018-10-01,0.03813657407407408
2018-10-02,0.14755757575757578
2018-10-03,0.0663921581890332
2018-10-04,0.15937513053467
2018-10-05,0.21614583333333334
2018-10-06,0.11852813852813851
2018-10-07,0.10798611111111112
2018-10-08,0.06547619047619048
2018-10-09,0.08023148148148147
2018-10-10,0.1467827380952381
2018-10-11,0.22622113997114
2018-10-12,0.1888665501165501
2018-10-13,0.19618371212121213
2018-10-14,0.23452380952380955
2018-10-15,0.185
2018-10-16,0.15443722943722946
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-20,
2018-10-21,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-27,
2018-10-28,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-03,
2018-11-04,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-10,
2018-11-11,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-17,
2018-11-18,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-22,
2018-11-23,
2018-11-24,
2018-11-25,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-01,
2018-12-02,
2018-12-03,
2018-12-04,
2018-12-05,
2018-12-06,
2018-12-07,
2018-12-08,
2018-12-09,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-15,
2018-12-16,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-22,
2018-12-23,
2018-12-24,
2018-12-25,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-29,
2018-12-30,
2018-12-31,
2019-01-01,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-05,
2019-01-06,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-12,
2019-01-13,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-26,
2019-01-27,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-02,
2019-02-03,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,0.25
2019-02-08,
2019-02-09,
2019-02-10,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-23,
2019-02-24,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-02,
2019-03-03,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-09,
2019-03-10,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-16,
2019-03-17,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-23,
2019-03-24,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-03-30,
2019-03-31,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-06,
2019-04-07,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-13,
2019-04-14,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,
2019-04-23,
2019-04-24,0.5
2019-04-25,
2019-04-26,
2019-04-27,
2019-04-28,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-11,
2019-05-12,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-18,
2019-05-19,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-01,
2019-06-02,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,0.14564393939393938
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,0.15234551695112042
2019-06-19,0.17689708548837763
2019-06-20,0.17090586761928223
2019-06-21,0.18175390625
2019-06-22,0.1457636884720218
2019-06-23,0.2078956582633053
2019-06-24,0.13620833333333335
2019-06-25,0.16270114000582753
2019-06-26,0.17673671236171237
2019-06-27,0.15001435713556924
2019-06-28,0.176099442702891
2019-06-29,0.1489047865013774
2019-06-30,0.35520833333333335
2019-07-01,
2019-07-02,0.08684848484848484
2019-07-03,0.27939102564102564
2019-07-04,0.1977868967452301
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,0.08740335453298415
2019-07-10,0.11748507575757573
2019-07-11,0.12919599567099566
2019-07-12,0.10547848039547258
2019-07-13,0.1516114149008886
2019-07-14,0.15168911335578
2019-07-15,0.10939993421611068
2019-07-16,0.14034968027615086
2019-07-17,0.18888888888888888
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-23,
2019-11-24,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-28,
2019-11-29,
2019-11-30,
2019-12-01,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-07,
2019-12-08,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-14,
2019-12-15,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-21,
2019-12-22,
2019-12-23,
2019-12-24,
2019-12-25,
2019-12-26,
2019-12-27,
2019-12-28,
2019-12-29,
2019-12-30,
2019-12-31,
2020-01-01,
